Assetpfad;GUID;Local ID;Meshname;Vertices;Tris;Bounds Center;Bounds Size;Prefab-Referenzen;Szenen;Builder-Kandidaten
"Assets/_Game/Art/Buildings/Meshes/BLD_051_Farm_Furche.asset";"50d7996e40d53a14a8ecb32e1deb98ac";"4300000";"TaperedBox";"24";"12";"(0,0.06,0)";"(0.12,0.12,1.7)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_052_Farm_Furche.asset";"a45d7a42427edd346ba05246ae0a524e";"4300000";"TaperedBox";"24";"12";"(0,0.06,0)";"(0.12,0.12,1.7)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_053_Farm_Furche.asset";"27c75d18ebf75144a8fe85fe02c0d62f";"4300000";"TaperedBox";"24";"12";"(0,0.06,0)";"(0.12,0.12,1.7)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_054_Farm_Furche.asset";"d5f53d7d88ba5bb4bb483994523fba1e";"4300000";"TaperedBox";"24";"12";"(0,0.06,0)";"(0.12,0.12,1.7)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_055_Farm_Saatmarker.asset";"e274884bd3f4b5948a285e8b55d10d61";"4300000";"TaperedBox";"24";"12";"(0,0.025,0)";"(0.06,0.05,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_056_Farm_Saatmarker.asset";"5c272dc593f384c4eb8d579968e8767a";"4300000";"TaperedBox";"24";"12";"(0,0.025,0)";"(0.06,0.05,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_057_Farm_Saatmarker.asset";"2bc813e49534a0e4aaa010d8e32b8c0e";"4300000";"TaperedBox";"24";"12";"(0,0.025,0)";"(0.06,0.05,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_058_Farm_Saatmarker.asset";"d5b96a5e41fab81408a95bb978477dcb";"4300000";"TaperedBox";"24";"12";"(0,0.025,0)";"(0.06,0.05,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_059_Farm_Saatmarker.asset";"37c00d0785fc29a4ca9f53c4d0671966";"4300000";"TaperedBox";"24";"12";"(0,0.025,0)";"(0.06,0.05,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_060_Farm_Saatmarker.asset";"be79e353276342c4198835e857529b66";"4300000";"TaperedBox";"24";"12";"(0,0.025,0)";"(0.06,0.05,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_061_Farm_Saatmarker.asset";"14a841eb8d4783f419800af553402060";"4300000";"TaperedBox";"24";"12";"(0,0.025,0)";"(0.06,0.05,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_062_Farm_Saatmarker.asset";"ea3ab2a1285672741bbeefc05b0f3226";"4300000";"TaperedBox";"24";"12";"(0,0.025,0)";"(0.06,0.05,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_063_Farm_Saatmarker.asset";"e61e4ecc9d708ba48ab402e0c98273ed";"4300000";"TaperedBox";"24";"12";"(0,0.025,0)";"(0.06,0.05,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_064_Farm_Einfassung.asset";"3f230395e0688b54fa272d84caa049a2";"4300000";"TaperedBox";"24";"12";"(0,0.075,0)";"(1.96,0.15,0.12)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_065_Farm_Einfassung.asset";"afb110bbec5327843baf8858807b0af6";"4300000";"TaperedBox";"24";"12";"(0,0.075,0)";"(1.96,0.15,0.12)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_066_Farm_Einfassung.asset";"4363c7898bf8bd54ba5b8360b8d042a8";"4300000";"TaperedBox";"24";"12";"(0,0.075,0)";"(0.12,0.15,1.96)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_067_Farm_Einfassung.asset";"7b0d924fe317fdd4cb4101d3e54a440c";"4300000";"TaperedBox";"24";"12";"(0,0.075,0)";"(0.12,0.15,1.96)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_068_Farm_RechenStiel.asset";"7f94611699550b944a196f7e2ae079f2";"4300000";"TaperedBox";"24";"12";"(0,0.35,0)";"(0.03,0.7,0.03)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_069_Farm_RechenKopf.asset";"c50aa9f82083c5642a13efe34b395745";"4300000";"TaperedBox";"24";"12";"(0,0.025,0)";"(0.24,0.05,0.04)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_FarmPlot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_070_Topf_Kessel.asset";"3e300dc23c09c6640b403a3fcd5ed134";"4300000";"Loft";"146";"70";"(0,0.565,0)";"(0.424985,0.57,0.424985)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_071_Topf_Lippe.asset";"1072c4f9c1c4c1043b55b08530d2e818";"4300000";"Loft";"68";"28";"(0,0.875,0)";"(0.406507,0.05,0.406507)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_072_Topf_Inhalt.asset";"5f72603231f72df4b8cea7002c6f9d87";"4300000";"TaperedBox";"24";"12";"(0,0.025,0)";"(0.3,0.05,0.3)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_073_Topf_Bein.asset";"5b0a53e59f3be4e419bde1ecb0ee18c2";"4300000";"TaperedBox";"24";"12";"(0,0.16,0)";"(0.07,0.32,0.07)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_074_Topf_Fussplatte.asset";"b0273d46d76bb18449ba02fd59e0b0ed";"4300000";"TaperedBox";"24";"12";"(0,0.01,0)";"(0.1,0.02,0.1)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_075_Topf_Querbalken.asset";"4254d09d16ea27a4dbcc42a7417827fd";"4300000";"TaperedBox";"24";"12";"(0,0.02,0)";"(0.3,0.04,0.04)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_076_Topf_Bein.asset";"c51420f481a82c74d93bca69651e0b2d";"4300000";"TaperedBox";"24";"12";"(0,0.16,0)";"(0.07,0.32,0.07)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_077_Topf_Fussplatte.asset";"66e0d607d4beab0409226a53876929db";"4300000";"TaperedBox";"24";"12";"(0,0.01,0)";"(0.1,0.02,0.1)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_078_Topf_Querbalken.asset";"87f86fe1b852acc48b22219f0bab1bb8";"4300000";"TaperedBox";"24";"12";"(0,0.02,0)";"(0.3,0.04,0.04)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_079_Topf_Bein.asset";"101386e580fabef47a5b438caf04b9e5";"4300000";"TaperedBox";"24";"12";"(0,0.16,0)";"(0.07,0.32,0.07)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_080_Topf_Fussplatte.asset";"003088a8d92a98747ba44135359af8b7";"4300000";"TaperedBox";"24";"12";"(0,0.01,0)";"(0.1,0.02,0.1)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_081_Topf_Querbalken.asset";"b5516bc72ff552946a1d71ecd953f586";"4300000";"TaperedBox";"24";"12";"(0,0.02,0)";"(0.3,0.04,0.04)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_082_Topf_Griff.asset";"ff3be54c64a85ac4caf2815dc7be2199";"4300000";"TaperedBox";"24";"12";"(0,0.05,0)";"(0.06,0.1,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_083_Topf_Griff.asset";"1a66149b499c4d143a9441071449e16c";"4300000";"TaperedBox";"24";"12";"(0,0.05,0)";"(0.06,0.1,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_084_Topf_Deckelstuetze.asset";"ee7f8355acd875241a48d5c98f8162fb";"4300000";"TaperedBox";"24";"12";"(0,0.02,0)";"(0.15,0.04,0.04)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_085_Topf_Aufhaengeoese.asset";"4ab53552ef104274d940dda8878a25fa";"4300000";"TaperedBox";"24";"12";"(0,0.05,0)";"(0.08,0.1,0.08)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_086_Topf_Herdstein.asset";"7d4472d3f271407419a1b32696ebbf15";"4300000";"Loft";"100";"44";"(0,0.05,0)";"(0.147821,0.1,0.147821)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_087_Topf_Herdstein.asset";"597ad326b2d5ba441977f4da7a3c47e0";"4300000";"Loft";"100";"44";"(0,0.05,0)";"(0.147821,0.1,0.147821)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_088_Topf_Herdstein.asset";"9d5dec784a0406d4189f52bd0907fb7d";"4300000";"Loft";"100";"44";"(0,0.05,0)";"(0.147821,0.1,0.147821)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_089_Topf_Herdstein.asset";"7058087504881a44ab559d33f983ce48";"4300000";"Loft";"100";"44";"(0,0.05,0)";"(0.147821,0.1,0.147821)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_090_Topf_Herdstein.asset";"2543966bd442a2e4b9786d536849738e";"4300000";"Loft";"100";"44";"(0,0.05,0)";"(0.147821,0.1,0.147821)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_091_Topf_Herdstein.asset";"d490b265c52f7cc4390d29f31e6064eb";"4300000";"Loft";"100";"44";"(0,0.05,0)";"(0.147821,0.1,0.147821)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_092_Topf_Herdstein.asset";"4dce9805256cbab4996a1d53f1b6006f";"4300000";"Loft";"100";"44";"(0,0.05,0)";"(0.147821,0.1,0.147821)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_CookingPot_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
