"ID";"Status";"Name";"Art";"Familie";"Assetpfad";"GUID";"Tris";"Renderer";"Aktive Renderer";"Meshes";"Materialslots";"Materialien";"Collider";"Bones";"Root Bones";"Animator Controller";"Clips";"Prefab-Referenzen";"Daten-Referenzen";"Szenen";"Builder-Kandidaten";"Root Transform";"Bounds Center";"Bounds Size";"Standard-Low";"Gameplay-Low";"Capture-Fehler"
"MP0-0080";"ungeprueft";"TwilightGrove_hardwood_tree_Exhausted";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/AreaArtVariants/TwilightGrove_hardwood_tree_Exhausted.prefab";"b26a1d70167c7ad48836ddb9dfedf9b9";"98";"5";"5";"4";"5";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat | Assets/_Game/Art/Zones/Materials/twilightgrove_hardwood_tree_identity.mat";"";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset";"Assets/_Game/Scenes/Zone_TwilightGrove.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.41326,-0.006608)";"(2.451382,0.85348,2.008796)";"Captures/Standard_Low/MP0-0080_TwilightGrove_hardwood_tree_Exhausted.png";"Captures/Gameplay_Low/MP0-0080_TwilightGrove_hardwood_tree_Exhausted.png";""
"MP0-0081";"ungeprueft";"TwilightGrove_swamp_hemp_Active";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/AreaArtVariants/TwilightGrove_swamp_hemp_Active.prefab";"dd64a148a3dcf2349bb375b9c3ed0cf1";"290";"25";"25";"24";"25";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat | Assets/_Game/Art/Zones/Materials/twilightgrove_swamp_hemp_identity.mat";"";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset";"Assets/_Game/Scenes/Zone_TwilightGrove.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.667372,-0.023359)";"(1.800285,1.405256,1.446717)";"Captures/Standard_Low/MP0-0081_TwilightGrove_swamp_hemp_Active.png";"Captures/Gameplay_Low/MP0-0081_TwilightGrove_swamp_hemp_Active.png";""
"MP0-0082";"ungeprueft";"TwilightGrove_swamp_hemp_Exhausted";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/AreaArtVariants/TwilightGrove_swamp_hemp_Exhausted.prefab";"8ff434a59e36a2d48a710ecb7f9a6ea9";"110";"10";"10";"9";"10";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat | Assets/_Game/Art/Zones/Materials/twilightgrove_swamp_hemp_identity.mat";"";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset";"Assets/_Game/Scenes/Zone_TwilightGrove.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(-0.128674,0.103505,0.002229)";"(1.348569,0.233971,1.294457)";"Captures/Standard_Low/MP0-0082_TwilightGrove_swamp_hemp_Exhausted.png";"Captures/Gameplay_Low/MP0-0082_TwilightGrove_swamp_hemp_Exhausted.png";""
"MP0-0083";"ungeprueft";"VeilMarsh_iron_vein_Active";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Active.prefab";"7d11baf81a75bc249a650efccc043bf7";"394";"15";"15";"14";"15";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat | Assets/_Game/Art/Zones/Materials/veilmarsh_iron_vein_identity.mat";"";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_VeilMarsh.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset";"Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.073364,0.682652,0.037511)";"(2.459049,1.435814,1.903507)";"Captures/Standard_Low/MP0-0083_VeilMarsh_iron_vein_Active.png";"Captures/Gameplay_Low/MP0-0083_VeilMarsh_iron_vein_Active.png";""
"MP0-0084";"ungeprueft";"VeilMarsh_iron_vein_Exhausted";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Exhausted.prefab";"ce96a60aeb978ac4991f6c88520dbad3";"202";"7";"7";"6";"7";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat | Assets/_Game/Art/Zones/Materials/veilmarsh_iron_vein_identity.mat";"";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_VeilMarsh.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset";"Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.073364,0.36776,-0.09351)";"(2.41246,0.76248,1.745739)";"Captures/Standard_Low/MP0-0084_VeilMarsh_iron_vein_Exhausted.png";"Captures/Gameplay_Low/MP0-0084_VeilMarsh_iron_vein_Exhausted.png";""
"MP0-0085";"ungeprueft";"VeilMarsh_swamp_hemp_Active";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_swamp_hemp_Active.prefab";"66ed594fa8003554eb21cc7ce04845bf";"290";"25";"25";"24";"25";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat | Assets/_Game/Art/Zones/Materials/veilmarsh_swamp_hemp_identity.mat";"";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_VeilMarsh.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset";"Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.667372,-0.023359)";"(1.800285,1.405256,1.446717)";"Captures/Standard_Low/MP0-0085_VeilMarsh_swamp_hemp_Active.png";"Captures/Gameplay_Low/MP0-0085_VeilMarsh_swamp_hemp_Active.png";""
"MP0-0086";"ungeprueft";"VeilMarsh_swamp_hemp_Exhausted";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_swamp_hemp_Exhausted.prefab";"7bc86cffa0579d6448cd659162cd1113";"110";"10";"10";"9";"10";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat | Assets/_Game/Art/Zones/Materials/veilmarsh_swamp_hemp_identity.mat";"";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_VeilMarsh.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset";"Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(-0.128674,0.103505,0.002229)";"(1.348569,0.233971,1.294457)";"Captures/Standard_Low/MP0-0086_VeilMarsh_swamp_hemp_Exhausted.png";"Captures/Gameplay_Low/MP0-0086_VeilMarsh_swamp_hemp_Exhausted.png";""
"MP0-0087";"ungeprueft";"SP_Accent_GlowMushrooms";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Accent_GlowMushrooms.prefab";"91363b6426ab8ae41ac4dcacff15cf11";"226";"9";"9";"9";"9";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_Marsh.asset | Assets/_Game/Data/AreaArt/AreaArt_TwilightGrove.asset | Assets/_Game/Data/AreaArt/AreaArt_VeilMarsh.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset | Assets/_Game/Resources/StyleProof/StyleProofVisualLibrary.asset";"Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.175,-0.029422)";"(0.540394,0.35,0.483619)";"Captures/Standard_Low/MP0-0087_SP_Accent_GlowMushrooms.png";"Captures/Gameplay_Low/MP0-0087_SP_Accent_GlowMushrooms.png";""
"MP0-0088";"ungeprueft";"SP_EidrenRune";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/StyleProof/SP_EidrenRune.prefab";"720df75ab38b28348b7b58887124f1e4";"50";"5";"5";"5";"5";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_EmberRuins.asset | Assets/_Game/Data/AreaArt/AreaArt_Greenwood.asset | Assets/_Game/Data/AreaArt/AreaArt_GreyRifts.asset | Assets/_Game/Data/AreaArt/AreaArt_HomeBase.asset | Assets/_Game/Data/AreaArt/AreaArt_Quarry.asset | Assets/_Game/Data/AreaArt/AreaArt_VeilMarsh.asset | Assets/_Game/Data/Zones/Zone_EmberRuins.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_HomeBase.asset | Assets/_Game/Data/Zones/Zone_Quarry.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset";"Assets/_Game/Scenes/HomeBase.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.4,-0.040972)";"(0.720781,0.8,0.439503)";"Captures/Standard_Low/MP0-0088_SP_EidrenRune.png";"Captures/Gameplay_Low/MP0-0088_SP_EidrenRune.png";""
"MP0-0089";"ungeprueft";"SP_GroundCover_Grass";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/StyleProof/SP_GroundCover_Grass.prefab";"0776cdffc03491c4eacacb09f19ee709";"224";"8";"8";"8";"8";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat";"";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_EmberRuins.asset | Assets/_Game/Data/AreaArt/AreaArt_GreyRifts.asset | Assets/_Game/Data/AreaArt/AreaArt_HomeBase.asset | Assets/_Game/Data/AreaArt/AreaArt_Quarry.asset | Assets/_Game/Data/Zones/Zone_EmberRuins.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_HomeBase.asset | Assets/_Game/Data/Zones/Zone_Quarry.asset | Assets/_Game/Resources/StyleProof/StyleProofVisualLibrary.asset";"Assets/_Game/Scenes/HomeBase.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Quarry.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(-0.00648,0.075,-0.00522)";"(1.188156,0.15,1.199798)";"Captures/Standard_Low/MP0-0089_SP_GroundCover_Grass.png";"Captures/Gameplay_Low/MP0-0089_SP_GroundCover_Grass.png";""
"MP0-0090";"ungeprueft";"SP_GroundCover_Moss";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/StyleProof/SP_GroundCover_Moss.prefab";"8476cae0d898d1641948b08967dd12e6";"264";"6";"6";"6";"6";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat";"";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_Greenwood.asset | Assets/_Game/Data/AreaArt/AreaArt_Marsh.asset | Assets/_Game/Data/AreaArt/AreaArt_TwilightGrove.asset | Assets/_Game/Data/AreaArt/AreaArt_VeilMarsh.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset";"Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(-0.018278,0.06,0.00272)";"(1.200145,0.12,1.13713)";"Captures/Standard_Low/MP0-0090_SP_GroundCover_Moss.png";"Captures/Gameplay_Low/MP0-0090_SP_GroundCover_Moss.png";""
"MP0-0091";"ungeprueft";"SP_Plant_Bush";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Plant_Bush.prefab";"6c0e84875abd15a479854b4261f6c371";"46";"2";"2";"2";"2";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_EmberRuins.asset | Assets/_Game/Data/AreaArt/AreaArt_Greenwood.asset | Assets/_Game/Data/AreaArt/AreaArt_HomeBase.asset | Assets/_Game/Data/AreaArt/AreaArt_Marsh.asset | Assets/_Game/Data/AreaArt/AreaArt_Quarry.asset | Assets/_Game/Data/AreaArt/AreaArt_TwilightGrove.asset | Assets/_Game/Data/AreaArt/AreaArt_VeilMarsh.asset | Assets/_Game/Data/Zones/Zone_EmberRuins.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_HomeBase.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Data/Zones/Zone_Quarry.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset | Assets/_Game/Resources/StyleProof/StyleProofVisualLibrary.asset";"Assets/_Game/Scenes/HomeBase.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.45,-0.033711)";"(1.501356,0.9,1.176077)";"Captures/Standard_Low/MP0-0091_SP_Plant_Bush.png";"Captures/Gameplay_Low/MP0-0091_SP_Plant_Bush.png";""
"MP0-0092";"ungeprueft";"SP_Plant_Fern";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Plant_Fern.prefab";"58fb3f2e59b14e44899d00b72c32d9b1";"74";"7";"7";"7";"7";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_Greenwood.asset | Assets/_Game/Data/AreaArt/AreaArt_Marsh.asset | Assets/_Game/Data/AreaArt/AreaArt_TwilightGrove.asset | Assets/_Game/Data/AreaArt/AreaArt_VeilMarsh.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset | Assets/_Game/Resources/StyleProof/StyleProofVisualLibrary.asset";"Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(-0.029666,0.337884,-0.112543)";"(1.305097,0.700343,1.036905)";"Captures/Standard_Low/MP0-0092_SP_Plant_Fern.png";"Captures/Gameplay_Low/MP0-0092_SP_Plant_Fern.png";""
"MP0-0093";"ungeprueft";"SP_Plant_Flowers";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Plant_Flowers.prefab";"3c03787a9b0d24541a92358b1f05caf4";"122";"11";"11";"11";"11";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_Greenwood.asset | Assets/_Game/Data/AreaArt/AreaArt_Marsh.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Resources/StyleProof/StyleProofVisualLibrary.asset";"Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.043421,0.2,-0.027038)";"(0.492543,0.4,0.459394)";"Captures/Standard_Low/MP0-0093_SP_Plant_Flowers.png";"Captures/Gameplay_Low/MP0-0093_SP_Plant_Flowers.png";""
"MP0-0094";"ungeprueft";"SP_Rock_Large";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Rock_Large.prefab";"7a05b52bf96b4cf46a032fc54d3ecac5";"222";"6";"6";"6";"6";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"BoxCollider@<root> trigger=False center=(0,0.9,0) size=(2.2,1.8,2.2)";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_EmberRuins.asset | Assets/_Game/Data/AreaArt/AreaArt_Greenwood.asset | Assets/_Game/Data/AreaArt/AreaArt_GreyRifts.asset | Assets/_Game/Data/AreaArt/AreaArt_Quarry.asset | Assets/_Game/Data/Zones/Zone_EmberRuins.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_Quarry.asset | Assets/_Game/Resources/StyleProof/StyleProofVisualLibrary.asset";"Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Quarry.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.139331,1.140857,-0.004265)";"(2.645646,2.402952,2.063983)";"Captures/Standard_Low/MP0-0094_SP_Rock_Large.png";"Captures/Gameplay_Low/MP0-0094_SP_Rock_Large.png";""
"MP0-0095";"ungeprueft";"SP_Rock_Medium";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Rock_Medium.prefab";"e807eb3c56600d44f8f2698a7b860361";"134";"4";"4";"4";"4";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"BoxCollider@<root> trigger=False center=(0,0.4,0) size=(1.3,0.8,1.3)";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_EmberRuins.asset | Assets/_Game/Data/AreaArt/AreaArt_Greenwood.asset | Assets/_Game/Data/AreaArt/AreaArt_GreyRifts.asset | Assets/_Game/Data/AreaArt/AreaArt_Marsh.asset | Assets/_Game/Data/AreaArt/AreaArt_Quarry.asset | Assets/_Game/Data/Zones/Zone_EmberRuins.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Data/Zones/Zone_Quarry.asset | Assets/_Game/Resources/StyleProof/StyleProofVisualLibrary.asset";"Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity";"Assets/_Game/Editor/LoftWicklungRollout.cs | Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.103371,0.492374,-0.11874)";"(2.505661,1.105985,1.819094)";"Captures/Standard_Low/MP0-0095_SP_Rock_Medium.png";"Captures/Gameplay_Low/MP0-0095_SP_Rock_Medium.png";""
"MP0-0096";"ungeprueft";"SP_Rock_Small";"Prefab";"Umgebung/Zonenprops";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Rock_Small.prefab";"048d2c2f12ce3a74dbddce9d0b2ce8a9";"90";"3";"3";"3";"3";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"BoxCollider@<root> trigger=False center=(0,0.2,0) size=(0.8,0.4,0.8)";"";"";"";"";"";"Assets/_Game/Data/AreaArt/AreaArt_Greenwood.asset | Assets/_Game/Data/AreaArt/AreaArt_GreyRifts.asset | Assets/_Game/Data/AreaArt/AreaArt_HomeBase.asset | Assets/_Game/Data/AreaArt/AreaArt_Marsh.asset | Assets/_Game/Data/AreaArt/AreaArt_Quarry.asset | Assets/_Game/Data/AreaArt/AreaArt_VeilMarsh.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_HomeBase.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Data/Zones/Zone_Quarry.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset | Assets/_Game/Resources/StyleProof/StyleProofVisualLibrary.asset";"Assets/_Game/Scenes/HomeBase.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(-0.231667,0.190732,-0.051178)";"(1.825798,0.502701,1.683969)";"Captures/Standard_Low/MP0-0096_SP_Rock_Small.png";"Captures/Gameplay_Low/MP0-0096_SP_Rock_Small.png";""
